Consumption (kWh), Start, End
0.00E+00, 2022-04-05T00:00:00+01:00, 2022-04-05T00:30:00+01:00
0.00E+00, 2022-04-05T00:30:00+01:00, 2022-04-05T01:00:00+01:00
0.00E+00, 2022-04-05T01:00:00+01:00, 2022-04-05T01:30:00+01:00
0.00E+00, 2022-04-05T01:30:00+01:00, 2022-04-05T02:00:00+01:00
0.00E+00, 2022-04-05T02:00:00+01:00, 2022-04-05T02:30:00+01:00
0.00E+00, 2022-04-05T02:30:00+01:00, 2022-04-05T03:00:00+01:00
0.00E+00, 2022-04-05T03:00:00+01:00, 2022-04-05T03:30:00+01:00
0.00E+00, 2022-04-05T03:30:00+01:00, 2022-04-05T04:00:00+01:00
0.00E+00, 2022-04-05T04:00:00+01:00, 2022-04-05T04:30:00+01:00
0.00E+00, 2022-04-05T04:30:00+01:00, 2022-04-05T05:00:00+01:00
0.00E+00, 2022-04-05T05:00:00+01:00, 2022-04-05T05:30:00+01:00
0.00E+00, 2022-04-05T05:30:00+01:00, 2022-04-05T06:00:00+01:00
0.00E+00, 2022-04-05T06:00:00+01:00, 2022-04-05T06:30:00+01:00
0.00E+00, 2022-04-05T06:30:00+01:00, 2022-04-05T07:00:00+01:00
0.012, 2022-04-05T07:00:00+01:00, 2022-04-05T07:30:00+01:00
0.216, 2022-04-05T07:30:00+01:00, 2022-04-05T08:00:00+01:00
0.649, 2022-04-05T08:00:00+01:00, 2022-04-05T08:30:00+01:00
0.629, 2022-04-05T08:30:00+01:00, 2022-04-05T09:00:00+01:00
1.01, 2022-04-05T09:00:00+01:00, 2022-04-05T09:30:00+01:00
1.107, 2022-04-05T09:30:00+01:00, 2022-04-05T10:00:00+01:00
1.299, 2022-04-05T10:00:00+01:00, 2022-04-05T10:30:00+01:00
1.194, 2022-04-05T10:30:00+01:00, 2022-04-05T11:00:00+01:00
1.812, 2022-04-05T11:00:00+01:00, 2022-04-05T11:30:00+01:00
1.868, 2022-04-05T11:30:00+01:00, 2022-04-05T12:00:00+01:00
2.03, 2022-04-05T12:00:00+01:00, 2022-04-05T12:30:00+01:00
1.588, 2022-04-05T12:30:00+01:00, 2022-04-05T13:00:00+01:00
1.608, 2022-04-05T13:00:00+01:00, 2022-04-05T13:30:00+01:00
1.866, 2022-04-05T13:30:00+01:00, 2022-04-05T14:00:00+01:00
1.718, 2022-04-05T14:00:00+01:00, 2022-04-05T14:30:00+01:00
2.234, 2022-04-05T14:30:00+01:00, 2022-04-05T15:00:00+01:00
1.451, 2022-04-05T15:00:00+01:00, 2022-04-05T15:30:00+01:00
0.812, 2022-04-05T15:30:00+01:00, 2022-04-05T16:00:00+01:00
1.034, 2022-04-05T16:00:00+01:00, 2022-04-05T16:30:00+01:00
1.27, 2022-04-05T16:30:00+01:00, 2022-04-05T17:00:00+01:00
0.751, 2022-04-05T17:00:00+01:00, 2022-04-05T17:30:00+01:00
0.525, 2022-04-05T17:30:00+01:00, 2022-04-05T18:00:00+01:00
0.162, 2022-04-05T18:00:00+01:00, 2022-04-05T18:30:00+01:00
0.015, 2022-04-05T18:30:00+01:00, 2022-04-05T19:00:00+01:00
0.00E+00, 2022-04-05T19:00:00+01:00, 2022-04-05T19:30:00+01:00
0.00E+00, 2022-04-05T19:30:00+01:00, 2022-04-05T20:00:00+01:00
0.00E+00, 2022-04-05T20:00:00+01:00, 2022-04-05T20:30:00+01:00
0.00E+00, 2022-04-05T20:30:00+01:00, 2022-04-05T21:00:00+01:00
0.00E+00, 2022-04-05T21:00:00+01:00, 2022-04-05T21:30:00+01:00
0.00E+00, 2022-04-05T21:30:00+01:00, 2022-04-05T22:00:00+01:00
0.00E+00, 2022-04-05T22:00:00+01:00, 2022-04-05T22:30:00+01:00
0.00E+00, 2022-04-05T22:30:00+01:00, 2022-04-05T23:00:00+01:00
0.00E+00, 2022-04-05T23:00:00+01:00, 2022-04-05T23:30:00+01:00
0.00E+00, 2022-04-05T23:30:00+01:00, 2022-04-06T00:00:00+01:00
0.00E+00, 2022-04-06T00:00:00+01:00, 2022-04-06T00:30:00+01:00
0.00E+00, 2022-04-06T00:30:00+01:00, 2022-04-06T01:00:00+01:00
0.00E+00, 2022-04-06T01:00:00+01:00, 2022-04-06T01:30:00+01:00
0.00E+00, 2022-04-06T01:30:00+01:00, 2022-04-06T02:00:00+01:00
0.00E+00, 2022-04-06T02:00:00+01:00, 2022-04-06T02:30:00+01:00
0.00E+00, 2022-04-06T02:30:00+01:00, 2022-04-06T03:00:00+01:00
0.00E+00, 2022-04-06T03:00:00+01:00, 2022-04-06T03:30:00+01:00
0.00E+00, 2022-04-06T03:30:00+01:00, 2022-04-06T04:00:00+01:00
0.00E+00, 2022-04-06T04:00:00+01:00, 2022-04-06T04:30:00+01:00
0.00E+00, 2022-04-06T04:30:00+01:00, 2022-04-06T05:00:00+01:00
0.00E+00, 2022-04-06T05:00:00+01:00, 2022-04-06T05:30:00+01:00
0.00E+00, 2022-04-06T05:30:00+01:00, 2022-04-06T06:00:00+01:00
0.00E+00, 2022-04-06T06:00:00+01:00, 2022-04-06T06:30:00+01:00
0.00E+00, 2022-04-06T06:30:00+01:00, 2022-04-06T07:00:00+01:00
0.001, 2022-04-06T07:00:00+01:00, 2022-04-06T07:30:00+01:00
0.018, 2022-04-06T07:30:00+01:00, 2022-04-06T08:00:00+01:00
0.03, 2022-04-06T08:00:00+01:00, 2022-04-06T08:30:00+01:00
0.038, 2022-04-06T08:30:00+01:00, 2022-04-06T09:00:00+01:00
0.034, 2022-04-06T09:00:00+01:00, 2022-04-06T09:30:00+01:00
0.097, 2022-04-06T09:30:00+01:00, 2022-04-06T10:00:00+01:00
0.168, 2022-04-06T10:00:00+01:00, 2022-04-06T10:30:00+01:00
0.191, 2022-04-06T10:30:00+01:00, 2022-04-06T11:00:00+01:00
0.524, 2022-04-06T11:00:00+01:00, 2022-04-06T11:30:00+01:00
0.88, 2022-04-06T11:30:00+01:00, 2022-04-06T12:00:00+01:00
0.275, 2022-04-06T12:00:00+01:00, 2022-04-06T12:30:00+01:00
1.102, 2022-04-06T12:30:00+01:00, 2022-04-06T13:00:00+01:00
1.381, 2022-04-06T13:00:00+01:00, 2022-04-06T13:30:00+01:00
1.667, 2022-04-06T13:30:00+01:00, 2022-04-06T14:00:00+01:00
2.057, 2022-04-06T14:00:00+01:00, 2022-04-06T14:30:00+01:00
1.7, 2022-04-06T14:30:00+01:00, 2022-04-06T15:00:00+01:00
1.705, 2022-04-06T15:00:00+01:00, 2022-04-06T15:30:00+01:00
1.694, 2022-04-06T15:30:00+01:00, 2022-04-06T16:00:00+01:00
1.533, 2022-04-06T16:00:00+01:00, 2022-04-06T16:30:00+01:00
0.754, 2022-04-06T16:30:00+01:00, 2022-04-06T17:00:00+01:00
0.584, 2022-04-06T17:00:00+01:00, 2022-04-06T17:30:00+01:00
0.163, 2022-04-06T17:30:00+01:00, 2022-04-06T18:00:00+01:00
0.052, 2022-04-06T18:00:00+01:00, 2022-04-06T18:30:00+01:00
0.003, 2022-04-06T18:30:00+01:00, 2022-04-06T19:00:00+01:00
0.00E+00, 2022-04-06T19:00:00+01:00, 2022-04-06T19:30:00+01:00
0.00E+00, 2022-04-06T19:30:00+01:00, 2022-04-06T20:00:00+01:00
0.00E+00, 2022-04-06T20:00:00+01:00, 2022-04-06T20:30:00+01:00
0.00E+00, 2022-04-06T20:30:00+01:00, 2022-04-06T21:00:00+01:00
0.00E+00, 2022-04-06T21:00:00+01:00, 2022-04-06T21:30:00+01:00
0.00E+00, 2022-04-06T21:30:00+01:00, 2022-04-06T22:00:00+01:00
0.00E+00, 2022-04-06T22:00:00+01:00, 2022-04-06T22:30:00+01:00
0.00E+00, 2022-04-06T22:30:00+01:00, 2022-04-06T23:00:00+01:00
0.00E+00, 2022-04-06T23:00:00+01:00, 2022-04-06T23:30:00+01:00
0.00E+00, 2022-04-06T23:30:00+01:00, 2022-04-07T00:00:00+01:00
0.00E+00, 2022-04-07T00:00:00+01:00, 2022-04-07T00:30:00+01:00
0.00E+00, 2022-04-07T00:30:00+01:00, 2022-04-07T01:00:00+01:00
0.00E+00, 2022-04-07T01:00:00+01:00, 2022-04-07T01:30:00+01:00
0.00E+00, 2022-04-07T01:30:00+01:00, 2022-04-07T02:00:00+01:00
0.00E+00, 2022-04-07T02:00:00+01:00, 2022-04-07T02:30:00+01:00
0.00E+00, 2022-04-07T02:30:00+01:00, 2022-04-07T03:00:00+01:00
0.00E+00, 2022-04-07T03:00:00+01:00, 2022-04-07T03:30:00+01:00
0.00E+00, 2022-04-07T03:30:00+01:00, 2022-04-07T04:00:00+01:00
0.00E+00, 2022-04-07T04:00:00+01:00, 2022-04-07T04:30:00+01:00
0.00E+00, 2022-04-07T04:30:00+01:00, 2022-04-07T05:00:00+01:00
0.00E+00, 2022-04-07T05:00:00+01:00, 2022-04-07T05:30:00+01:00
0.00E+00, 2022-04-07T05:30:00+01:00, 2022-04-07T06:00:00+01:00
0.00E+00, 2022-04-07T06:00:00+01:00, 2022-04-07T06:30:00+01:00
0.004, 2022-04-07T06:30:00+01:00, 2022-04-07T07:00:00+01:00
0.156, 2022-04-07T07:00:00+01:00, 2022-04-07T07:30:00+01:00
0.335, 2022-04-07T07:30:00+01:00, 2022-04-07T08:00:00+01:00
0.166, 2022-04-07T08:00:00+01:00, 2022-04-07T08:30:00+01:00
0.423, 2022-04-07T08:30:00+01:00, 2022-04-07T09:00:00+01:00
0.752, 2022-04-07T09:00:00+01:00, 2022-04-07T09:30:00+01:00
0.974, 2022-04-07T09:30:00+01:00, 2022-04-07T10:00:00+01:00
1.159, 2022-04-07T10:00:00+01:00, 2022-04-07T10:30:00+01:00
1.148, 2022-04-07T10:30:00+01:00, 2022-04-07T11:00:00+01:00
1.227, 2022-04-07T11:00:00+01:00, 2022-04-07T11:30:00+01:00
1.198, 2022-04-07T11:30:00+01:00, 2022-04-07T12:00:00+01:00
1.677, 2022-04-07T12:00:00+01:00, 2022-04-07T12:30:00+01:00
1.382, 2022-04-07T12:30:00+01:00, 2022-04-07T13:00:00+01:00
1.963, 2022-04-07T13:00:00+01:00, 2022-04-07T13:30:00+01:00
1.826, 2022-04-07T13:30:00+01:00, 2022-04-07T14:00:00+01:00
1.712, 2022-04-07T14:00:00+01:00, 2022-04-07T14:30:00+01:00
2.116, 2022-04-07T14:30:00+01:00, 2022-04-07T15:00:00+01:00
2.2, 2022-04-07T15:00:00+01:00, 2022-04-07T15:30:00+01:00
1.157, 2022-04-07T15:30:00+01:00, 2022-04-07T16:00:00+01:00
1.088, 2022-04-07T16:00:00+01:00, 2022-04-07T16:30:00+01:00
1.02, 2022-04-07T16:30:00+01:00, 2022-04-07T17:00:00+01:00
0.295, 2022-04-07T17:00:00+01:00, 2022-04-07T17:30:00+01:00
0.773, 2022-04-07T17:30:00+01:00, 2022-04-07T18:00:00+01:00
0.341, 2022-04-07T18:00:00+01:00, 2022-04-07T18:30:00+01:00
0.287, 2022-04-07T18:30:00+01:00, 2022-04-07T19:00:00+01:00
0.016, 2022-04-07T19:00:00+01:00, 2022-04-07T19:30:00+01:00
0.00E+00, 2022-04-07T19:30:00+01:00, 2022-04-07T20:00:00+01:00
0.00E+00, 2022-04-07T20:00:00+01:00, 2022-04-07T20:30:00+01:00
0.00E+00, 2022-04-07T20:30:00+01:00, 2022-04-07T21:00:00+01:00
0.00E+00, 2022-04-07T21:00:00+01:00, 2022-04-07T21:30:00+01:00
0.00E+00, 2022-04-07T21:30:00+01:00, 2022-04-07T22:00:00+01:00
0.00E+00, 2022-04-07T22:00:00+01:00, 2022-04-07T22:30:00+01:00
0.00E+00, 2022-04-07T22:30:00+01:00, 2022-04-07T23:00:00+01:00
0.00E+00, 2022-04-07T23:00:00+01:00, 2022-04-07T23:30:00+01:00
0.00E+00, 2022-04-07T23:30:00+01:00, 2022-04-08T00:00:00+01:00
0.00E+00, 2022-04-08T00:00:00+01:00, 2022-04-08T00:30:00+01:00
0.00E+00, 2022-04-08T00:30:00+01:00, 2022-04-08T01:00:00+01:00
0.00E+00, 2022-04-08T01:00:00+01:00, 2022-04-08T01:30:00+01:00
0.00E+00, 2022-04-08T01:30:00+01:00, 2022-04-08T02:00:00+01:00
0.00E+00, 2022-04-08T02:00:00+01:00, 2022-04-08T02:30:00+01:00
0.00E+00, 2022-04-08T02:30:00+01:00, 2022-04-08T03:00:00+01:00
0.00E+00, 2022-04-08T03:00:00+01:00, 2022-04-08T03:30:00+01:00
0.00E+00, 2022-04-08T03:30:00+01:00, 2022-04-08T04:00:00+01:00
0.00E+00, 2022-04-08T04:00:00+01:00, 2022-04-08T04:30:00+01:00
0.00E+00, 2022-04-08T04:30:00+01:00, 2022-04-08T05:00:00+01:00
0.00E+00, 2022-04-08T05:00:00+01:00, 2022-04-08T05:30:00+01:00
0.00E+00, 2022-04-08T05:30:00+01:00, 2022-04-08T06:00:00+01:00
0.00E+00, 2022-04-08T06:00:00+01:00, 2022-04-08T06:30:00+01:00
0.00E+00, 2022-04-08T06:30:00+01:00, 2022-04-08T07:00:00+01:00
0.00E+00, 2022-04-08T07:00:00+01:00, 2022-04-08T07:30:00+01:00
0.00E+00, 2022-04-08T07:30:00+01:00, 2022-04-08T08:00:00+01:00
0.00E+00, 2022-04-08T08:00:00+01:00, 2022-04-08T08:30:00+01:00
0.054, 2022-04-08T08:30:00+01:00, 2022-04-08T09:00:00+01:00
0.102, 2022-04-08T09:00:00+01:00, 2022-04-08T09:30:00+01:00
0.261, 2022-04-08T09:30:00+01:00, 2022-04-08T10:00:00+01:00
0.282, 2022-04-08T10:00:00+01:00, 2022-04-08T10:30:00+01:00
0.55, 2022-04-08T10:30:00+01:00, 2022-04-08T11:00:00+01:00
0.568, 2022-04-08T11:00:00+01:00, 2022-04-08T11:30:00+01:00
1.067, 2022-04-08T11:30:00+01:00, 2022-04-08T12:00:00+01:00
1.012, 2022-04-08T12:00:00+01:00, 2022-04-08T12:30:00+01:00
1.57, 2022-04-08T12:30:00+01:00, 2022-04-08T13:00:00+01:00
1.38, 2022-04-08T13:00:00+01:00, 2022-04-08T13:30:00+01:00
1.14, 2022-04-08T13:30:00+01:00, 2022-04-08T14:00:00+01:00
1.076, 2022-04-08T14:00:00+01:00, 2022-04-08T14:30:00+01:00
0.984, 2022-04-08T14:30:00+01:00, 2022-04-08T15:00:00+01:00
0.881, 2022-04-08T15:00:00+01:00, 2022-04-08T15:30:00+01:00
1.736, 2022-04-08T15:30:00+01:00, 2022-04-08T16:00:00+01:00
0.978, 2022-04-08T16:00:00+01:00, 2022-04-08T16:30:00+01:00
1.112, 2022-04-08T16:30:00+01:00, 2022-04-08T17:00:00+01:00
0.241, 2022-04-08T17:00:00+01:00, 2022-04-08T17:30:00+01:00
0.142, 2022-04-08T17:30:00+01:00, 2022-04-08T18:00:00+01:00
0.008, 2022-04-08T18:00:00+01:00, 2022-04-08T18:30:00+01:00
0.00E+00, 2022-04-08T18:30:00+01:00, 2022-04-08T19:00:00+01:00
0.00E+00, 2022-04-08T19:00:00+01:00, 2022-04-08T19:30:00+01:00
0.00E+00, 2022-04-08T19:30:00+01:00, 2022-04-08T20:00:00+01:00
0.00E+00, 2022-04-08T20:00:00+01:00, 2022-04-08T20:30:00+01:00
0.00E+00, 2022-04-08T20:30:00+01:00, 2022-04-08T21:00:00+01:00
0.00E+00, 2022-04-08T21:00:00+01:00, 2022-04-08T21:30:00+01:00
0.00E+00, 2022-04-08T21:30:00+01:00, 2022-04-08T22:00:00+01:00
0.00E+00, 2022-04-08T22:00:00+01:00, 2022-04-08T22:30:00+01:00
0.00E+00, 2022-04-08T22:30:00+01:00, 2022-04-08T23:00:00+01:00
0.00E+00, 2022-04-08T23:00:00+01:00, 2022-04-08T23:30:00+01:00
0.00E+00, 2022-04-08T23:30:00+01:00, 2022-04-09T00:00:00+01:00
0.00E+00, 2022-04-09T00:00:00+01:00, 2022-04-09T00:30:00+01:00
0.00E+00, 2022-04-09T00:30:00+01:00, 2022-04-09T01:00:00+01:00
0.00E+00, 2022-04-09T01:00:00+01:00, 2022-04-09T01:30:00+01:00
0.00E+00, 2022-04-09T01:30:00+01:00, 2022-04-09T02:00:00+01:00
0.00E+00, 2022-04-09T02:00:00+01:00, 2022-04-09T02:30:00+01:00
0.00E+00, 2022-04-09T02:30:00+01:00, 2022-04-09T03:00:00+01:00
0.00E+00, 2022-04-09T03:00:00+01:00, 2022-04-09T03:30:00+01:00
0.00E+00, 2022-04-09T03:30:00+01:00, 2022-04-09T04:00:00+01:00
0.00E+00, 2022-04-09T04:00:00+01:00, 2022-04-09T04:30:00+01:00
0.00E+00, 2022-04-09T04:30:00+01:00, 2022-04-09T05:00:00+01:00
0.00E+00, 2022-04-09T05:00:00+01:00, 2022-04-09T05:30:00+01:00
0.00E+00, 2022-04-09T05:30:00+01:00, 2022-04-09T06:00:00+01:00
0.00E+00, 2022-04-09T06:00:00+01:00, 2022-04-09T06:30:00+01:00
0.00E+00, 2022-04-09T06:30:00+01:00, 2022-04-09T07:00:00+01:00
0.186, 2022-04-09T07:00:00+01:00, 2022-04-09T07:30:00+01:00
0.521, 2022-04-09T07:30:00+01:00, 2022-04-09T08:00:00+01:00
0.819, 2022-04-09T08:00:00+01:00, 2022-04-09T08:30:00+01:00
1.057, 2022-04-09T08:30:00+01:00, 2022-04-09T09:00:00+01:00
1.098, 2022-04-09T09:00:00+01:00, 2022-04-09T09:30:00+01:00
0.81, 2022-04-09T09:30:00+01:00, 2022-04-09T10:00:00+01:00
1.066, 2022-04-09T10:00:00+01:00, 2022-04-09T10:30:00+01:00
1.797, 2022-04-09T10:30:00+01:00, 2022-04-09T11:00:00+01:00
1.525, 2022-04-09T11:00:00+01:00, 2022-04-09T11:30:00+01:00
1.703, 2022-04-09T11:30:00+01:00, 2022-04-09T12:00:00+01:00
1.186, 2022-04-09T12:00:00+01:00, 2022-04-09T12:30:00+01:00
1.356, 2022-04-09T12:30:00+01:00, 2022-04-09T13:00:00+01:00
1.58, 2022-04-09T13:00:00+01:00, 2022-04-09T13:30:00+01:00
1.375, 2022-04-09T13:30:00+01:00, 2022-04-09T14:00:00+01:00
1.461, 2022-04-09T14:00:00+01:00, 2022-04-09T14:30:00+01:00
1.359, 2022-04-09T14:30:00+01:00, 2022-04-09T15:00:00+01:00
1.441, 2022-04-09T15:00:00+01:00, 2022-04-09T15:30:00+01:00
1.527, 2022-04-09T15:30:00+01:00, 2022-04-09T16:00:00+01:00
2.211, 2022-04-09T16:00:00+01:00, 2022-04-09T16:30:00+01:00
1.96, 2022-04-09T16:30:00+01:00, 2022-04-09T17:00:00+01:00
0.928, 2022-04-09T17:00:00+01:00, 2022-04-09T17:30:00+01:00
0.569, 2022-04-09T17:30:00+01:00, 2022-04-09T18:00:00+01:00
0.015, 2022-04-09T18:00:00+01:00, 2022-04-09T18:30:00+01:00
0.00E+00, 2022-04-09T18:30:00+01:00, 2022-04-09T19:00:00+01:00
0.00E+00, 2022-04-09T19:00:00+01:00, 2022-04-09T19:30:00+01:00
0.00E+00, 2022-04-09T19:30:00+01:00, 2022-04-09T20:00:00+01:00
0.00E+00, 2022-04-09T20:00:00+01:00, 2022-04-09T20:30:00+01:00
0.00E+00, 2022-04-09T20:30:00+01:00, 2022-04-09T21:00:00+01:00
0.00E+00, 2022-04-09T21:00:00+01:00, 2022-04-09T21:30:00+01:00
0.00E+00, 2022-04-09T21:30:00+01:00, 2022-04-09T22:00:00+01:00
0.00E+00, 2022-04-09T22:00:00+01:00, 2022-04-09T22:30:00+01:00
0.00E+00, 2022-04-09T22:30:00+01:00, 2022-04-09T23:00:00+01:00
0.00E+00, 2022-04-09T23:00:00+01:00, 2022-04-09T23:30:00+01:00
0.00E+00, 2022-04-09T23:30:00+01:00, 2022-04-10T00:00:00+01:00
0.00E+00, 2022-04-10T00:00:00+01:00, 2022-04-10T00:30:00+01:00
0.00E+00, 2022-04-10T00:30:00+01:00, 2022-04-10T01:00:00+01:00
0.00E+00, 2022-04-10T01:00:00+01:00, 2022-04-10T01:30:00+01:00
0.00E+00, 2022-04-10T01:30:00+01:00, 2022-04-10T02:00:00+01:00
0.00E+00, 2022-04-10T02:00:00+01:00, 2022-04-10T02:30:00+01:00
0.00E+00, 2022-04-10T02:30:00+01:00, 2022-04-10T03:00:00+01:00
0.00E+00, 2022-04-10T03:00:00+01:00, 2022-04-10T03:30:00+01:00
0.00E+00, 2022-04-10T03:30:00+01:00, 2022-04-10T04:00:00+01:00
0.00E+00, 2022-04-10T04:00:00+01:00, 2022-04-10T04:30:00+01:00
0.00E+00, 2022-04-10T04:30:00+01:00, 2022-04-10T05:00:00+01:00
0.00E+00, 2022-04-10T05:00:00+01:00, 2022-04-10T05:30:00+01:00
0.00E+00, 2022-04-10T05:30:00+01:00, 2022-04-10T06:00:00+01:00
0.00E+00, 2022-04-10T06:00:00+01:00, 2022-04-10T06:30:00+01:00
0.00E+00, 2022-04-10T06:30:00+01:00, 2022-04-10T07:00:00+01:00
0.192, 2022-04-10T07:00:00+01:00, 2022-04-10T07:30:00+01:00
0.368, 2022-04-10T07:30:00+01:00, 2022-04-10T08:00:00+01:00
0.542, 2022-04-10T08:00:00+01:00, 2022-04-10T08:30:00+01:00
0.238, 2022-04-10T08:30:00+01:00, 2022-04-10T09:00:00+01:00
0.712, 2022-04-10T09:00:00+01:00, 2022-04-10T09:30:00+01:00
0.779, 2022-04-10T09:30:00+01:00, 2022-04-10T10:00:00+01:00
1.259, 2022-04-10T10:00:00+01:00, 2022-04-10T10:30:00+01:00
1.015, 2022-04-10T10:30:00+01:00, 2022-04-10T11:00:00+01:00
1.908, 2022-04-10T11:00:00+01:00, 2022-04-10T11:30:00+01:00
2.156, 2022-04-10T11:30:00+01:00, 2022-04-10T12:00:00+01:00
2.293, 2022-04-10T12:00:00+01:00, 2022-04-10T12:30:00+01:00
2.219, 2022-04-10T12:30:00+01:00, 2022-04-10T13:00:00+01:00
2.279, 2022-04-10T13:00:00+01:00, 2022-04-10T13:30:00+01:00
2.106, 2022-04-10T13:30:00+01:00, 2022-04-10T14:00:00+01:00
2.147, 2022-04-10T14:00:00+01:00, 2022-04-10T14:30:00+01:00
2.036, 2022-04-10T14:30:00+01:00, 2022-04-10T15:00:00+01:00
1.766, 2022-04-10T15:00:00+01:00, 2022-04-10T15:30:00+01:00
1.357, 2022-04-10T15:30:00+01:00, 2022-04-10T16:00:00+01:00
1.11, 2022-04-10T16:00:00+01:00, 2022-04-10T16:30:00+01:00
0.818, 2022-04-10T16:30:00+01:00, 2022-04-10T17:00:00+01:00
0.637, 2022-04-10T17:00:00+01:00, 2022-04-10T17:30:00+01:00
0.394, 2022-04-10T17:30:00+01:00, 2022-04-10T18:00:00+01:00
0.148, 2022-04-10T18:00:00+01:00, 2022-04-10T18:30:00+01:00
0.042, 2022-04-10T18:30:00+01:00, 2022-04-10T19:00:00+01:00
0.00E+00, 2022-04-10T19:00:00+01:00, 2022-04-10T19:30:00+01:00
0.00E+00, 2022-04-10T19:30:00+01:00, 2022-04-10T20:00:00+01:00
0.00E+00, 2022-04-10T20:00:00+01:00, 2022-04-10T20:30:00+01:00
0.00E+00, 2022-04-10T20:30:00+01:00, 2022-04-10T21:00:00+01:00
0.00E+00, 2022-04-10T21:00:00+01:00, 2022-04-10T21:30:00+01:00
0.00E+00, 2022-04-10T21:30:00+01:00, 2022-04-10T22:00:00+01:00
0.00E+00, 2022-04-10T22:00:00+01:00, 2022-04-10T22:30:00+01:00
0.00E+00, 2022-04-10T22:30:00+01:00, 2022-04-10T23:00:00+01:00
0.00E+00, 2022-04-10T23:00:00+01:00, 2022-04-10T23:30:00+01:00
0.00E+00, 2022-04-10T23:30:00+01:00, 2022-04-11T00:00:00+01:00
0.00E+00, 2022-04-11T00:00:00+01:00, 2022-04-11T00:30:00+01:00
0.00E+00, 2022-04-11T00:30:00+01:00, 2022-04-11T01:00:00+01:00
0.00E+00, 2022-04-11T01:00:00+01:00, 2022-04-11T01:30:00+01:00
0.00E+00, 2022-04-11T01:30:00+01:00, 2022-04-11T02:00:00+01:00
0.00E+00, 2022-04-11T02:00:00+01:00, 2022-04-11T02:30:00+01:00
0.00E+00, 2022-04-11T02:30:00+01:00, 2022-04-11T03:00:00+01:00
0.00E+00, 2022-04-11T03:00:00+01:00, 2022-04-11T03:30:00+01:00
0.00E+00, 2022-04-11T03:30:00+01:00, 2022-04-11T04:00:00+01:00
0.00E+00, 2022-04-11T04:00:00+01:00, 2022-04-11T04:30:00+01:00
0.00E+00, 2022-04-11T04:30:00+01:00, 2022-04-11T05:00:00+01:00
0.00E+00, 2022-04-11T05:00:00+01:00, 2022-04-11T05:30:00+01:00
0.00E+00, 2022-04-11T05:30:00+01:00, 2022-04-11T06:00:00+01:00
0.00E+00, 2022-04-11T06:00:00+01:00, 2022-04-11T06:30:00+01:00
0.006, 2022-04-11T06:30:00+01:00, 2022-04-11T07:00:00+01:00
0.163, 2022-04-11T07:00:00+01:00, 2022-04-11T07:30:00+01:00
0.395, 2022-04-11T07:30:00+01:00, 2022-04-11T08:00:00+01:00
0.784, 2022-04-11T08:00:00+01:00, 2022-04-11T08:30:00+01:00
0.903, 2022-04-11T08:30:00+01:00, 2022-04-11T09:00:00+01:00
1.174, 2022-04-11T09:00:00+01:00, 2022-04-11T09:30:00+01:00
1.295, 2022-04-11T09:30:00+01:00, 2022-04-11T10:00:00+01:00
1.726, 2022-04-11T10:00:00+01:00, 2022-04-11T10:30:00+01:00
1.915, 2022-04-11T10:30:00+01:00, 2022-04-11T11:00:00+01:00
1.791, 2022-04-11T11:00:00+01:00, 2022-04-11T11:30:00+01:00
1.658, 2022-04-11T11:30:00+01:00, 2022-04-11T12:00:00+01:00
1.975, 2022-04-11T12:00:00+01:00, 2022-04-11T12:30:00+01:00
1.938, 2022-04-11T12:30:00+01:00, 2022-04-11T13:00:00+01:00
2.322, 2022-04-11T13:00:00+01:00, 2022-04-11T13:30:00+01:00
1.946, 2022-04-11T13:30:00+01:00, 2022-04-11T14:00:00+01:00
1.644, 2022-04-11T14:00:00+01:00, 2022-04-11T14:30:00+01:00
1.381, 2022-04-11T14:30:00+01:00, 2022-04-11T15:00:00+01:00
0.444, 2022-04-11T15:00:00+01:00, 2022-04-11T15:30:00+01:00
0.485, 2022-04-11T15:30:00+01:00, 2022-04-11T16:00:00+01:00
0.993, 2022-04-11T16:00:00+01:00, 2022-04-11T16:30:00+01:00
0.35, 2022-04-11T16:30:00+01:00, 2022-04-11T17:00:00+01:00
0.28, 2022-04-11T17:00:00+01:00, 2022-04-11T17:30:00+01:00
0.403, 2022-04-11T17:30:00+01:00, 2022-04-11T18:00:00+01:00
0.039, 2022-04-11T18:00:00+01:00, 2022-04-11T18:30:00+01:00
0.00E+00, 2022-04-11T18:30:00+01:00, 2022-04-11T19:00:00+01:00
0.00E+00, 2022-04-11T19:00:00+01:00, 2022-04-11T19:30:00+01:00
0.00E+00, 2022-04-11T19:30:00+01:00, 2022-04-11T20:00:00+01:00
0.00E+00, 2022-04-11T20:00:00+01:00, 2022-04-11T20:30:00+01:00
0.00E+00, 2022-04-11T20:30:00+01:00, 2022-04-11T21:00:00+01:00
0.00E+00, 2022-04-11T21:00:00+01:00, 2022-04-11T21:30:00+01:00
0.00E+00, 2022-04-11T21:30:00+01:00, 2022-04-11T22:00:00+01:00
0.00E+00, 2022-04-11T22:00:00+01:00, 2022-04-11T22:30:00+01:00
0.00E+00, 2022-04-11T22:30:00+01:00, 2022-04-11T23:00:00+01:00
0.00E+00, 2022-04-11T23:00:00+01:00, 2022-04-11T23:30:00+01:00
0.00E+00, 2022-04-11T23:30:00+01:00, 2022-04-12T00:00:00+01:00
